user_id,course_id,completed,rating
25,60,True,4.6
25,54,False,
25,67,True,4.9
25,91,True,4.5
25,69,True,4.5
26,56,False,
26,66,False,
26,61,True,4.6
26,52,False,
26,63,True,4.0
26,68,True,4.3
26,57,True,3.3
26,62,True,4.9
26,108,True,3.4
26,78,True,3.5
27,80,False,
27,81,True,4.0
27,75,True,3.4
27,119,True,3.1
27,115,True,3.9
27,114,True,4.6
27,104,True,3.9
27,110,True,5.0
27,67,True,3.0
28,117,True,4.0
28,113,False,
28,106,True,4.1
28,62,True,3.4
28,57,True,5.0
28,105,False,
28,119,True,4.0
28,8,False,
28,5,True,5.0
29,68,True,5.0
29,67,True,3.0
29,53,False,
29,76,False,
30,97,True,5.0
30,89,True,4.4
30,93,True,3.8
30,88,True,3.9
30,5,True,4.2
30,8,True,4.1
30,90,True,2.4
30,31,True,3.8
30,55,True,3.4
31,34,True,3.6
31,28,False,
31,19,True,4.1
31,29,True,4.8
31,25,True,3.7
31,33,True,2.7
31,21,True,4.4
31,18,True,3.6
31,38,True,3.2
31,57,True,3.6
32,74,False,
32,73,True,3.9
32,71,True,3.5
32,76,True,4.1
32,83,True,4.8
32,43,False,
32,35,False,
33,28,False,
33,33,True,3.4
33,82,True,4.6
34,50,True,5.0
34,18,True,3.2
34,20,True,4.2
34,51,True,4.9
34,22,True,3.6
34,30,False,
34,1,True,3.5
34,97,False,
35,42,True,3.8
35,37,True,3.8
35,44,True,4.5
35,35,True,5.0
35,41,True,3.7
35,40,False,
35,46,True,2.6
35,36,True,4.4
35,67,True,5.0
35,105,True,3.8
36,32,True,4.0
36,5,False,
36,22,True,3.4
36,13,True,4.9
36,34,True,4.0
36,11,True,3.6
36,23,True,3.1
36,56,False,
36,14,True,4.3
37,25,True,4.3
37,110,True,2.8
37,103,True,5.0
37,105,True,4.5
37,114,True,4.6
37,28,True,3.2
37,115,True,4.9
37,27,True,3.7
37,98,True,3.3
38,114,True,3.7
38,118,True,5.0
38,111,True,5.0
38,110,True,3.3
38,106,False,
38,104,False,
38,31,True,4.0
38,35,True,5.0
39,112,False,
39,113,True,5.0
39,91,True,3.5
39,104,True,3.7
39,98,True,4.2
39,119,True,3.1
39,26,True,3.5
39,71,True,4.0
40,108,True,3.8
40,115,False,
40,34,True,5.0
40,5,True,3.5
41,98,True,4.7
41,37,False,
41,94,False,
41,42,True,3.8
41,82,True,3.4
42,19,True,3.6
42,29,True,2.8
42,27,True,3.2
42,18,True,4.8
42,28,True,3.4
42,31,True,4.5
42,23,True,5.0
42,33,True,3.9
42,73,True,4.4
42,52,True,4.5
43,3,True,3.1
43,2,True,4.7
43,17,True,3.0
43,11,True,4.6
43,55,False,
43,65,True,4.0
43,59,False,
43,14,True,4.3
43,72,True,4.3
43,43,True,3.6
44,78,True,4.7
44,73,True,3.6
44,70,True,2.3
44,79,True,4.8
44,77,True,3.9
44,80,True,2.4
44,76,True,5.0
44,83,True,4.9
44,81,True,3.8
44,109,True,3.4
44,99,False,
45,68,True,4.3
45,64,True,5.0
45,54,True,3.9
45,77,False,
46,17,True,3.3
46,5,True,4.0
46,9,True,4.3
46,7,True,3.9
46,24,True,4.5
46,59,True,3.4
47,49,False,
47,40,True,3.7
47,66,True,4.6
47,56,True,4.4
47,64,True,4.3
47,46,True,3.8
47,37,True,3.1
47,41,True,4.4
47,59,True,3.4
47,78,True,5.0
47,86,False,
48,84,True,4.4
48,83,True,4.5
48,75,True,5.0
48,72,True,4.1
48,97,False,
49,47,True,2.7
49,46,True,3.9
49,45,True,3.7
49,42,True,3.0
49,43,True,3.6
49,48,True,5.0
49,49,True,4.9
49,38,True,4.3
49,22,True,4.5
49,56,True,5.0
49,20,True,4.4
50,48,True,4.0
50,39,True,3.6
50,41,False,
50,47,True,3.8
50,29,False,
50,35,True,4.4
51,72,True,4.2
51,70,True,2.6
51,85,False,
51,84,True,3.2
51,75,True,4.7
51,76,False,
51,79,True,3.9
51,78,False,
51,49,True,3.6
51,37,True,3.0
51,38,True,3.2
52,88,False,
52,100,True,4.3
52,86,True,4.5
52,99,True,4.2
52,89,True,3.8
52,96,True,4.4
52,93,True,4.5
52,94,True,4.2
52,83,True,3.4
52,47,True,4.2
53,28,True,4.8
53,30,True,5.0
53,34,True,4.5
53,25,True,4.6
53,31,True,4.6
53,105,True,3.8
53,55,True,4.2
53,108,False,
54,115,False,
54,104,True,5.0
54,106,True,3.8
54,105,True,4.1
54,112,True,4.9
54,116,False,
54,114,True,3.9
54,103,True,3.8
54,119,True,3.1
54,97,True,3.6
54,57,True,3.8
54,21,True,3.1
55,115,False,
55,112,True,3.8
55,108,True,4.1
55,113,True,3.1
55,119,True,4.6
55,110,True,2.6
55,109,True,3.5
55,40,True,4.3
55,67,True,3.2
56,45,False,
56,35,True,3.0
56,51,True,3.7
56,46,True,3.9
56,68,True,4.2
56,74,False,
57,114,True,2.4
57,63,True,4.5
57,118,True,4.0
57,113,True,4.8
57,77,False,
58,114,True,3.9
58,112,True,3.7
58,106,True,3.3
58,105,False,
58,76,True,4.4
59,116,True,5.0
59,109,True,4.8
59,112,True,3.7
59,1,False,
59,61,True,4.4
60,96,True,3.6
60,93,True,4.0
60,86,True,4.6
60,97,False,
60,98,True,4.1
60,92,True,4.0
60,100,False,
60,89,True,4.3
60,115,True,4.5
60,103,True,4.0
61,57,False,
61,58,True,4.5
61,54,True,4.2
61,67,True,4.0
61,56,True,4.5
61,61,False,
61,62,True,4.6
61,68,True,4.3
61,41,False,
62,7,True,4.3
62,31,True,3.7
62,1,False,
62,13,True,4.2
62,30,True,3.4
62,33,True,4.9
62,76,True,3.4
62,86,True,2.6
63,91,False,
63,97,True,5.0
63,100,True,4.3
63,92,True,4.2
63,87,True,3.5
63,95,True,4.8
63,94,True,3.5
63,101,True,4.3
63,16,True,3.7
63,19,False,
64,43,True,3.4
64,50,False,
64,37,True,3.4
64,49,True,3.3
64,35,True,5.0
64,51,True,4.0
64,89,True,4.1
64,78,True,3.6
65,41,True,4.8
65,28,True,4.1
65,20,True,5.0
65,29,True,3.8
65,51,False,
65,25,True,1.8
65,39,True,5.0
65,22,True,4.4
65,27,False,
65,86,True,4.5
66,11,True,4.9
66,1,True,3.3
66,16,True,3.3
66,13,True,2.4
66,4,True,4.6
66,3,True,4.4
66,61,False,
66,51,True,4.5
67,67,True,3.2
67,80,True,3.9
67,77,False,
67,57,True,3.9
67,64,True,3.9
67,112,True,4.7
67,48,True,4.3
68,6,True,4.2
68,3,True,3.8
68,12,True,4.1
68,1,False,
68,80,True,4.0
69,39,False,
69,61,False,
69,42,True,3.8
69,68,True,4.4
69,55,True,3.0
69,36,False,
69,64,False,
69,57,True,3.1
69,40,True,3.7
69,22,True,4.4
70,10,True,4.5
70,2,True,4.4
70,6,True,3.2
70,16,True,4.1
70,8,True,3.2
71,31,True,3.8
71,84,True,3.7
71,24,True,4.9
71,25,False,
71,33,False,
71,6,False,
71,54,True,4.0
72,108,True,3.9
72,114,True,4.7
72,116,True,4.2
72,119,True,4.3
72,117,True,5.0
72,105,False,
72,76,True,3.8
72,29,True,3.8
73,118,True,4.1
73,106,False,
73,114,True,5.0
73,105,False,
73,103,True,3.6
73,110,False,
73,25,True,5.0
73,46,True,3.9
74,69,False,
74,84,True,4.1
74,83,True,2.9
74,78,True,4.1
75,119,False,
75,112,True,4.6
75,114,True,4.5
75,116,True,3.7
75,111,True,4.3
75,60,True,4.3
75,59,True,4.3
75,113,True,3.7
75,64,True,4.4
75,118,False,
75,62,True,5.0
75,5,True,3.1
76,105,True,3.4
76,104,True,5.0
76,107,False,
76,47,True,4.1
77,45,True,3.4
77,35,True,4.2
77,38,True,3.1
77,48,True,4.6
77,51,True,4.5
77,40,False,
77,41,True,3.5
77,42,True,4.3
77,44,True,4.1
77,91,False,
77,20,True,5.0
78,32,True,3.3
78,31,True,4.2
78,25,True,2.6
78,34,True,3.5
78,18,True,3.8
78,24,False,
78,29,False,
78,19,True,2.9
78,20,True,3.7
78,110,True,4.8
78,84,True,3.1
78,109,True,3.8
79,52,True,5.0
79,61,True,4.4
79,63,True,4.4
79,53,True,3.1
79,57,True,4.2
79,59,True,4.4
79,60,False,
79,58,False,
79,99,True,4.0
79,81,True,4.5
79,21,True,4.4
80,50,True,2.8
80,40,True,4.2
80,49,True,2.9
80,47,False,
80,37,True,4.4
80,44,True,3.4
80,2,True,3.3
80,76,True,4.2
81,67,False,
81,27,True,4.6
81,29,True,4.6
81,56,True,4.2
81,32,True,5.0
82,116,True,3.3
82,115,True,2.6
82,103,False,
82,110,False,
82,105,True,3.0
82,119,True,4.0
82,67,True,3.6
82,40,True,5.0
83,60,True,5.0
83,56,True,3.6
83,52,True,3.5
83,68,False,
83,59,True,4.3
83,62,True,2.8
83,63,True,4.4
83,67,True,3.9
83,79,True,4.5
83,53,False,
84,57,True,3.5
84,52,True,4.1
84,68,True,4.6
84,60,True,4.3
84,15,True,3.7
85,45,True,2.9
85,37,True,4.5
85,39,True,3.9
85,42,True,3.4
85,36,True,2.6
85,38,True,4.4
85,41,True,4.6
85,40,False,
85,104,False,
85,70,True,4.9
85,79,True,4.8
86,108,True,3.5
86,107,True,2.6
86,23,False,
86,114,False,
86,75,True,3.7
86,46,True,3.5
87,80,False,
87,31,True,4.8
87,33,True,4.5
87,26,True,5.0
87,28,True,3.9
87,82,True,4.5
87,18,True,3.6
87,78,True,5.0
87,66,True,5.0
87,115,True,4.0
87,16,True,4.3
88,2,True,5.0
88,119,False,
88,14,True,3.4
88,17,True,4.5
88,7,True,4.2
88,103,True,4.6
88,24,True,3.1
88,39,True,3.8
89,91,True,4.4
89,80,False,
89,89,True,3.4
89,97,True,3.3
89,98,True,3.3
89,90,True,4.7
89,71,True,3.3
89,81,True,3.4
89,78,True,4.4
89,47,True,3.8
89,35,True,3.7
89,11,False,
90,37,True,3.3
90,40,True,4.9
90,41,True,4.3
90,64,True,3.9
90,70,True,4.5
91,92,True,3.1
91,94,True,3.8
91,98,True,3.2
91,100,True,4.2
91,7,True,2.6
92,60,True,3.1
92,68,True,2.4
92,62,True,4.9
92,57,True,4.0
92,54,True,3.1
92,53,True,4.9
92,58,True,4.8
92,55,False,
92,114,True,5.0
92,111,True,3.1
93,36,True,4.9
93,49,True,3.8
93,47,True,3.3
93,48,True,3.7
93,39,True,4.7
93,70,True,4.1
93,113,True,5.0
94,74,True,5.0
94,71,True,3.2
94,3,True,4.0
94,11,True,4.5
94,70,True,4.8
94,80,True,3.6
94,16,True,2.7
94,83,True,3.6
94,46,True,4.6
94,95,True,4.4
94,6,True,4.5
95,18,True,4.5
95,25,True,5.0
95,29,True,4.6
95,114,False,
95,108,True,2.9
95,116,True,3.8
95,112,False,
95,104,True,4.2
95,67,True,4.4
95,9,True,3.8
96,56,True,3.6
96,59,False,
96,63,True,4.7
96,61,False,
96,65,True,3.9
96,57,True,3.7
96,10,True,4.0
96,90,True,3.9
97,60,True,2.9
97,64,True,4.8
97,90,True,4.3
97,56,False,
97,28,True,3.3
97,15,True,2.6
98,84,True,1.7
98,79,False,
98,105,True,4.2
99,6,True,4.8
99,12,False,
99,5,True,3.6
99,7,True,5.0
99,8,True,4.6
99,9,False,
99,16,True,4.2
99,67,True,4.3
99,89,True,4.3
100,40,True,3.5
100,66,True,4.1
100,52,False,
100,43,True,3.9
100,63,True,4.1
100,57,True,4.0
100,58,True,5.0
100,38,True,3.1
100,46,True,2.6
100,7,True,4.2
101,98,True,4.6
101,95,True,3.4
101,96,True,2.8
101,93,False,
101,86,True,3.6
101,87,True,3.5
101,116,True,3.9
101,23,True,3.6
102,54,False,
102,60,False,
102,65,True,4.5
102,28,True,4.8
103,53,True,5.0
103,57,True,4.6
103,60,True,3.6
103,30,True,4.9
103,20,False,
103,21,True,2.9
103,62,True,3.7
103,19,False,
103,69,False,
103,101,True,3.8
104,98,True,2.9
104,69,True,4.0
104,102,True,3.2
104,93,True,4.1
104,84,True,4.3
104,101,True,4.6
104,57,True,4.3
105,76,True,3.8
105,82,True,5.0
105,80,True,3.1
105,100,True,4.9
105,92,True,4.9
105,73,True,4.0
105,55,True,4.7
105,57,True,4.7
106,69,True,3.8
106,85,True,3.7
106,83,True,2.8
106,84,False,
106,80,True,4.3
106,76,True,4.9
106,75,True,4.2
106,77,True,3.4
106,57,False,
106,26,True,4.0
107,2,True,3.0
107,4,True,5.0
107,96,True,4.1
107,16,True,4.0
107,47,False,
107,10,False,
108,83,True,5.0
108,82,True,5.0
108,55,True,3.7
109,52,True,4.0
109,54,True,3.5
109,68,True,4.6
109,65,False,
109,62,True,2.9
109,112,False,
109,5,True,4.1
110,61,True,4.8
110,59,False,
110,11,False,
111,63,True,3.7
111,40,True,3.8
111,46,True,4.8
111,55,True,4.1
111,43,True,3.4
111,61,True,4.5
111,50,True,4.1
111,68,True,2.2
111,96,False,
111,69,True,4.3
112,99,True,4.3
112,90,True,4.1
112,96,True,3.3
112,101,True,4.8
112,28,True,3.6
112,116,True,4.2
113,104,True,4.1
113,103,False,
113,23,False,
113,111,True,3.7
113,43,True,3.9
113,67,False,
114,14,True,4.1
114,76,False,
114,8,False,
114,7,True,3.3
114,19,True,5.0
114,97,False,
115,55,True,4.7
115,66,True,3.7
115,60,True,2.9
115,64,False,
115,56,True,3.2
115,65,True,4.0
115,61,True,4.7
115,52,True,5.0
115,26,True,3.9
116,28,True,3.5
116,43,True,3.6
116,34,True,4.9
116,19,True,3.9
116,39,True,3.7
117,102,True,3.2
117,100,False,
117,96,True,4.2
117,98,True,3.7
117,101,True,4.7
117,88,True,4.5
117,89,True,3.7
117,72,True,3.9
117,14,True,3.6
118,115,True,3.5
118,117,True,4.7
118,114,True,3.5
118,116,True,3.5
118,113,True,4.1
118,104,True,3.2
118,109,True,5.0
118,110,True,4.6
118,8,True,3.2
118,46,False,
118,50,True,4.7
119,47,True,4.5
119,50,True,4.2
119,39,False,
119,28,True,4.4
120,2,True,3.8
120,4,True,4.0
120,17,False,
120,15,False,
120,12,True,3.8
120,6,True,3.5
120,70,True,4.6
121,61,True,4.3
121,68,True,4.3
121,54,True,4.4
121,67,False,
121,102,True,4.6
121,79,True,4.4
122,96,True,4.8
122,100,True,4.4
122,94,True,4.7
122,101,True,3.8
122,91,True,3.4
122,92,True,4.5
122,97,True,2.7
122,90,True,3.5
122,61,True,3.8
122,11,True,4.7
123,76,False,
123,61,True,4.3
123,56,True,4.6
123,73,True,4.0
123,58,True,3.6
123,69,True,4.7
123,82,True,4.4
123,57,True,3.5
123,11,True,4.0
123,1,False,
124,85,True,3.1
124,117,True,3.8
124,112,False,
124,73,True,4.2
124,79,True,3.5
124,111,True,4.5
124,84,True,3.4
124,75,True,2.7
124,77,True,4.4
124,45,True,4.5
124,92,True,4.7
124,27,True,2.6
125,22,False,
125,56,True,3.0
125,52,True,4.0
125,64,True,4.5
125,23,True,4.7
125,57,True,3.7
125,107,False,
125,63,False,
126,118,True,3.8
126,107,True,3.3
126,92,True,3.9
127,8,False,
127,12,True,3.8
127,1,True,3.7
127,5,True,3.9
127,74,True,4.6
128,92,False,
128,91,True,3.6
128,115,False,
129,74,True,3.7
129,69,True,2.7
129,73,True,3.9
130,13,True,3.2
130,5,True,3.2
130,2,True,3.5
130,43,True,3.2
131,49,True,5.0
131,44,True,2.9
131,57,True,4.0
131,58,True,2.9
132,39,True,3.8
132,51,True,3.5
132,50,True,4.5
132,30,False,
133,69,False,
133,71,False,
133,81,False,
133,64,True,5.0
133,73,True,4.9
133,61,True,3.8
133,52,True,3.8
133,54,True,4.3
133,115,False,
133,101,True,5.0
134,21,True,4.3
134,30,True,2.7
134,25,True,4.1
134,29,True,4.6
134,16,True,3.4
134,27,True,3.8
135,108,False,
135,105,True,3.4
135,95,False,
136,79,True,3.8
136,73,True,5.0
136,78,True,4.0
136,69,False,
136,15,False,
137,74,True,3.6
137,78,True,3.8
137,80,True,4.5
137,73,True,3.7
137,84,True,5.0
137,77,True,3.1
137,70,False,
137,111,True,4.9
137,81,True,3.5
138,63,True,2.7
138,55,True,5.0
138,53,True,3.8
138,60,True,3.7
138,104,True,5.0
138,51,True,4.3
139,95,True,3.3
139,99,True,4.6
139,88,True,5.0
139,89,True,3.6
139,100,True,3.4
139,109,False,
139,39,True,5.0
140,76,True,3.5
140,3,True,4.2
140,79,False,
140,1,False,
140,80,True,4.6
140,53,True,3.8
140,105,True,4.9
141,44,False,
141,37,True,2.8
141,10,True,5.0
141,61,True,4.4
142,10,True,4.5
142,13,True,5.0
142,2,True,4.1
142,17,False,
142,114,False,
143,69,True,3.9
143,76,True,4.2
143,83,False,
143,70,True,4.8
143,71,True,3.2
143,84,True,3.7
143,79,True,4.1
143,74,True,5.0
143,78,True,3.7
143,61,True,3.8
143,82,True,5.0
143,44,False,
144,46,False,
144,49,False,
144,113,True,4.4
144,118,True,3.0
144,111,True,3.4
144,108,True,3.2
144,114,True,4.9
144,105,True,2.2
144,20,True,3.7
144,50,True,1.9
145,26,False,
145,17,True,4.4
145,14,True,4.9
145,11,True,3.7
145,10,True,3.3
145,19,True,3.6
145,63,True,3.4
146,51,True,4.3
146,37,True,4.7
146,42,True,3.0
146,38,False,
146,41,True,2.7
146,43,True,4.8
146,11,True,4.7
146,64,True,4.1
147,38,True,4.3
147,37,True,4.1
147,36,True,3.9
147,46,True,3.2
147,44,False,
147,41,True,2.9
147,47,False,
147,24,True,3.9
147,64,False,
148,24,True,5.0
148,93,True,3.1
148,21,False,
148,28,True,3.7
148,102,True,3.3
148,100,True,4.1
148,34,False,
148,97,True,3.4
148,117,True,3.5
148,54,False,
149,57,True,4.2
149,58,True,5.0
149,55,True,3.8
149,48,True,3.7
150,77,True,2.7
150,71,True,4.0
150,7,True,2.9
150,79,True,5.0
150,76,False,
150,81,True,3.3
150,44,True,3.9
150,111,False,
151,71,True,5.0
151,82,True,3.0
151,84,True,3.2
151,69,False,
151,81,False,
151,72,True,4.0
151,75,True,4.1
151,59,True,3.6
151,11,True,3.4
152,59,True,3.4
152,62,True,3.7
152,53,True,4.0
152,52,True,3.5
152,63,True,4.0
152,67,False,
152,24,False,
152,71,True,2.4
153,4,True,4.3
153,2,True,4.4
153,16,True,5.0
153,11,True,4.1
153,114,True,3.6
154,61,True,3.2
154,63,True,4.9
154,53,True,2.1
154,54,False,
154,57,True,3.9
154,62,True,4.8
154,65,True,3.0
154,59,False,
154,102,True,4.3
154,77,True,3.5
155,84,True,5.0
155,71,True,3.8
155,72,True,4.0
155,70,True,2.6
155,90,True,3.1
156,100,True,4.8
156,101,True,4.1
156,99,True,2.4
156,97,True,4.3
156,88,True,4.1
156,91,False,
156,92,True,3.6
156,103,True,5.0
156,7,True,2.2
157,83,True,4.0
157,74,True,4.0
157,85,True,3.9
157,40,False,
158,43,True,3.3
158,42,True,3.6
158,47,True,3.8
158,50,True,3.9
158,36,True,4.1
158,44,True,4.4
158,35,True,3.8
158,39,True,4.9
158,33,True,4.0
158,90,True,4.6
159,111,True,3.9
159,113,True,5.0
159,108,True,4.0
159,53,False,
160,31,True,5.0
160,25,True,4.8
160,92,True,3.4
160,18,True,3.9
160,99,True,3.5
160,94,True,4.0
160,93,True,3.9
160,20,True,4.5
160,5,False,
160,75,False,
160,103,True,4.0
161,39,True,3.3
161,45,True,4.2
161,38,True,4.0
161,49,True,4.3
161,40,False,
161,48,True,4.4
161,37,True,4.9
161,47,True,4.3
161,75,True,4.8
162,91,True,3.7
162,62,False,
162,52,False,
162,98,True,5.0
162,64,True,5.0
162,60,True,2.7
162,88,True,3.6
162,93,False,
162,42,True,4.0
162,46,True,3.0
163,109,True,5.0
163,83,True,2.4
163,76,True,5.0
163,88,True,3.9
164,103,True,4.3
164,107,True,4.8
164,106,False,
164,109,True,4.4
164,113,True,3.6
164,112,True,4.1
164,119,True,4.3
164,110,True,3.1
164,68,True,4.2
164,45,True,4.8
165,109,True,4.1
165,1,True,3.6
165,114,True,4.3
165,3,True,3.6
165,86,True,4.5
165,100,True,3.6
166,108,True,4.8
166,117,True,3.4
166,112,True,4.7
166,119,True,4.2
166,47,True,2.5
166,13,False,
167,39,True,4.0
167,72,True,4.4
167,70,True,3.7
167,44,True,5.0
167,78,False,
167,95,True,4.0
167,77,True,4.8
168,48,True,3.7
168,47,False,
168,39,False,
168,50,True,4.7
168,80,True,4.5
169,64,True,3.9
169,53,True,4.7
169,67,True,5.0
169,61,False,
169,26,True,3.5
169,19,True,5.0
169,57,True,3.3
169,52,True,4.8
169,18,True,3.5
169,62,True,3.4
169,2,True,3.5
169,117,True,4.0
170,104,True,4.4
170,106,True,4.1
170,114,True,4.6
170,15,True,5.0
171,106,True,4.6
171,110,True,4.5
171,105,True,3.7
171,109,True,4.0
171,112,True,3.7
171,115,True,4.5
171,117,True,5.0
171,103,False,
171,66,True,4.6
171,39,True,4.6
171,12,True,4.6
172,6,True,4.4
172,4,True,3.6
172,14,False,
172,109,True,2.1
173,65,False,
173,58,True,4.2
173,57,True,3.1
173,67,True,3.3
173,52,False,
173,68,True,3.9
173,61,False,
173,56,True,3.1
173,104,True,3.9
173,40,True,5.0
174,35,False,
174,7,True,3.6
174,41,True,3.5
174,44,True,2.5
174,36,True,4.3
175,101,False,
175,99,True,4.7
175,95,False,
175,46,True,3.5
176,13,True,4.6
176,110,True,3.2
176,109,True,4.6
176,9,False,
176,7,False,
176,5,True,4.1
176,14,True,3.0
176,117,False,
177,107,True,4.4
177,114,True,2.6
177,49,True,4.2
177,109,True,3.5
177,74,True,4.8
178,78,False,
178,72,True,3.0
178,74,True,4.6
178,81,True,3.4
178,77,True,5.0
178,73,False,
178,76,True,3.6
178,82,True,4.1
178,70,True,4.8
178,103,False,
178,49,False,
178,95,True,4.8
179,46,True,3.5
179,52,True,5.0
179,38,True,3.7
179,50,True,2.8
179,45,True,2.8
179,65,True,3.7
179,104,True,3.5
179,68,True,4.0
180,108,True,4.4
180,110,True,4.9
180,105,False,
180,104,True,3.8
180,107,True,4.1
180,118,True,5.0
180,91,True,3.8
181,68,False,
181,58,True,2.9
181,55,True,3.2
181,64,True,3.2
181,59,True,4.3
181,63,True,3.2
181,53,True,3.1
181,34,False,
181,26,True,4.6
182,51,True,4.2
182,42,True,3.1
182,85,True,3.8
182,73,False,
182,9,False,
183,23,True,4.2
183,6,True,3.2
183,1,True,4.0
184,59,False,
184,54,True,4.0
184,99,True,4.1
184,100,True,3.9
184,60,True,4.3
184,58,True,3.4
184,66,True,4.1
184,12,True,3.7
184,64,True,3.8
185,78,True,5.0
185,80,True,4.3
185,96,True,3.7
185,6,True,3.6
186,5,False,
186,13,True,3.4
186,12,False,
186,3,True,4.7
186,1,True,3.4
186,10,False,
186,17,False,
186,60,False,
186,105,False,
187,79,True,4.1
187,43,True,5.0
187,39,False,
187,73,False,
187,51,True,3.9
187,35,True,4.2
187,36,True,4.8
187,71,True,3.7
187,33,False,
188,72,True,3.5
188,45,True,3.3
188,43,True,3.2
188,101,True,3.1
189,5,False,
189,54,False,
189,56,True,2.9
189,16,True,4.5
189,63,True,4.0
189,13,False,
189,53,True,3.6
189,8,False,
189,12,True,4.2
189,97,False,
189,46,False,
189,116,True,4.0
190,25,True,3.1
190,34,True,3.9
190,81,True,3.4
191,35,True,4.3
191,25,True,4.1
191,24,True,3.6
191,44,False,
191,36,True,4.8
191,113,True,3.0
192,23,True,3.9
192,18,True,3.3
192,28,True,3.6
192,22,False,
192,107,True,4.1
192,75,True,4.4
193,44,True,3.6
193,14,True,2.9
193,4,True,4.3
193,36,True,4.4
193,35,True,4.1
193,6,True,5.0
193,12,True,3.8
193,49,True,4.4
193,42,True,4.3
193,117,True,3.4
194,27,True,3.5
194,23,False,
194,81,True,5.0
195,49,True,3.8
195,44,True,4.0
195,43,True,2.9
196,15,True,4.5
196,29,True,4.3
196,8,True,3.7
196,7,True,4.4
196,28,False,
196,6,True,3.9
196,11,False,
196,4,True,4.4
196,39,True,2.8
196,91,True,3.2
196,42,True,3.4
197,7,False,
197,90,False,
197,6,True,4.9
197,89,False,
197,1,True,3.9
197,16,True,4.2
197,98,True,3.9
197,2,True,4.3
197,100,True,4.4
197,53,True,4.4
197,110,True,4.0
197,51,True,1.7
198,36,True,4.4
198,51,True,3.3
198,38,False,
198,46,True,4.5
198,64,False,
198,42,False,
198,83,True,2.8
199,10,True,3.3
199,7,True,4.1
199,8,True,5.0
199,57,True,5.0
199,53,True,2.8
199,11,False,
199,66,True,4.2
